Entreprise;Secteur;Ville;Code Postal;Departement;Effectif;Site Web;Email;Email;EmailSource;Confiance;Note;MX
LA SOCIETE DES REVETEMENTS ET PEINTURE;Peinture;FONTENAY-SOUS-BOIS;94120;94;20-49 sal.;;contact@groupe-lsrp.com;contact@groupe-lsrp.com;devine;nulle-sansMX;site;absent
MAISON DUREAU;Peinture;IVRY-SUR-SEINE;94200;94;20-49 sal.;https://magasin.theodoremaisondepeinture.fr/51-theodore-maison-de-peinture-super-peinture-ivry-sur-seine?utm_source=gmb;contact@magasin.theodoremaisondepeinture.fr;contact@magasin.theodoremaisondepeinture.fr;devine;nulle-sansMX;;absent
AGA SERVICES;Transport proximité;CRETEIL;94000;94;10-19 sal.;;contact@aga-services.com;contact@aga-services.com;devine;nulle-sansMX;site;absent
MAISON SOLAIRE VOLTALIA;Électricité;PARIS;75003;75;10-19 sal.;http://www.voltalia.com/;;;;morte;liquidation 2026;
FUTUR ENVIRONNEMENT;CVC/Thermique;PARIS;75019;75;10-19 sal.;;;;;morte;inactive 2025;
CONCEPT BOIS;Menuiserie bois;PARIS;75010;75;20-49 sal.;;;;;morte;liquidation 2025;
TRANSPORTS DEVILLARD;Transport fret;PARIS;75019;75;10-19 sal.;;;;;morte;liquidation 2024;
SAS NFH TRANSPORTS;Transport fret;PARIS;75008;75;20-49 sal.;;;;;morte;liquidation 2026;
WETRUCK;Transport fret;PARIS;75015;75;20-49 sal.;;;;;morte;liquidation;
K-EXPRESS;Transport proximité;PARIS;75019;75;20-49 sal.;;;;;morte;liquidation 2024;
TRANS BIO;Transport proximité;PARIS;75014;75;20-49 sal.;;;;;morte;liquidation 2024;
GINTAQUA;Plomberie;TRAPPES;78190;78;10-19 sal.;;;;;morte;liquidation 2026;
SEGOTEC;CVC/Thermique;VERNOUILLET;78540;78;10-19 sal.;;;;;morte;liquidation 2025;
ETABLISSEMENTS A. SIMON;Peinture;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;;;;;morte;redressement 2026;
TRANS PRESSE 78;Transport proximité;LE PERRAY-EN-YVELINES;78610;78;10-19 sal.;;;;;morte;redressement 2025;
TRANSIPACQ;Transport proximité;MAUREPAS;78310;78;10-19 sal.;;;;;morte;liquidation 2024;
CS LOGISTIQUE;Transport fret;RUEIL-MALMAISON;92500;92;10-19 sal.;;;;;morte;liquidation 2026;
MAVOUNA LOGISTIC SASU;Transport proximité;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;;;;;morte;liquidation 2024;
L T M 3;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;;;;;morte;liquidation 2025;
TCP TRAVAUX CHAUFFAGE PLOMBERIE;Plomberie;LE PERREUX-SUR-MARNE;94170;94;20-49 sal.;;;;;morte;inactive 2025;
SCPL TUYAUTERIE;CVC/Thermique;VILLENEUVE-LE-ROI;94290;94;20-49 sal.;;;;;morte;liquidation 2024;
SAS ANTHEMIS;Peinture;CRETEIL;94000;94;10-19 sal.;;;;;morte;inactive 2024;
VICTOR;Peinture;LE PERREUX-SUR-MARNE;94170;94;10-19 sal.;;;;;morte;liquidation 2025;
PARMEGGIANI SAS;Transport fret;LIMEIL-BREVANNES;94450;94;20-49 sal.;;;;;morte;liquidation 2024;
GROUPEMENT DES TRANSPORTS DUBOIS;Transport proximité;VITRY-SUR-SEINE;94400;94;20-49 sal.;;;;;morte;liquidation 2025;
TRANS EXCELLENCE;Transport proximité;ORLY;94310;94;20-49 sal.;;;;;morte;liquidation 2024;
GINTAQUA;Plomberie;TRAPPES;78190;78;10-19 sal.;;;;;morte;liquidation 2026;
SEGOTEC;CVC/Thermique;VERNOUILLET;78540;78;10-19 sal.;;;;;morte;liquidation 2025;
ETABLISSEMENTS A. SIMON;Peinture;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;;;;;morte;redressement 2026;
TRANS PRESSE 78;Transport proximité;LE PERRAY-EN-YVELINES;78610;78;10-19 sal.;;;;;morte;redressement 2025;
TRANSIPACQ;Transport proximité;MAUREPAS;78310;78;10-19 sal.;;;;;morte;liquidation 2024;
CS LOGISTIQUE;Transport fret;RUEIL-MALMAISON;92500;92;10-19 sal.;;;;;morte;liquidation 2026;
L T M 3;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;;;;;morte;liquidation 2025;
TCP TRAVAUX CHAUFFAGE PLOMBERIE;Plomberie;LE PERREUX-SUR-MARNE;94170;94;20-49 sal.;;;;;morte;inactive 2025;
SCPL TUYAUTERIE;CVC/Thermique;VILLENEUVE-LE-ROI;94290;94;20-49 sal.;;;;;morte;liquidation 2024;
SAS ANTHEMIS;Peinture;CRETEIL;94000;94;10-19 sal.;;;;;morte;inactive 2024;
VICTOR;Peinture;LE PERREUX-SUR-MARNE;94170;94;10-19 sal.;;;;;morte;liquidation 2025;
PARMEGGIANI SAS;Transport fret;LIMEIL-BREVANNES;94450;94;20-49 sal.;;;;;morte;liquidation 2024;
GROUPEMENT DES TRANSPORTS DUBOIS;Transport proximité;VITRY-SUR-SEINE;94400;94;20-49 sal.;;;;;morte;liquidation 2025;
TRANS EXCELLENCE;Transport proximité;ORLY;94310;94;20-49 sal.;;;;;morte;liquidation 2024;
TK TRANSPORT;Transport proximité;VITRY-SUR-SEINE;94400;94;20-49 sal.;;;;;non-teste;quota WebSearch;
TRANSPORTS FLAM SERVICES EXPRESS;Transport proximité;CHENNEVIERES-SUR-MARNE;94430;94;20-49 sal.;;;;;non-teste;quota WebSearch;
A T H TRANSPORT;Transport fret;AUBERGENVILLE;78410;78;10-19 sal.;;;;;non-teste;quota WebSearch;
TRANS CHABOUR;Transport fret;ORLY;94310;94;10-19 sal.;;;;;non-teste;quota WebSearch;
TK TRANSPORT;Transport proximité;VITRY-SUR-SEINE;94400;94;20-49 sal.;;;;;non-teste;quota WebSearch;
TRANSPORTS FLAM SERVICES EXPRESS;Transport proximité;CHENNEVIERES-SUR-MARNE;94430;94;20-49 sal.;;;;;non-teste;quota WebSearch;
VIRSEDA PERE ET FILS;Électricité;PARIS;75020;75;10-19 sal.;;;;;vide;;
CLIPE;Électricité;ORLY;94310;75;10-19 sal.;;;;;vide;;
MD-TECH;Électricité;PARIS;75001;75;20-49 sal.;http://www.md-tech.pro/;;;;vide;;
ETABLISSEMENT LUCIEN;Plomberie;PARIS;75010;75;10-19 sal.;;;;;vide;;
AVS DUMONT;Plomberie;PARIS 11;75011;75;10-19 sal.;;;;;vide;;
ANCIENS ETABLISSEMENTS KUSCHNICK;Plomberie;PARIS;75011;75;10-19 sal.;;;;;vide;;
S PETIT;Plomberie;PARIS;75014;75;10-19 sal.;;;;;vide;;
ETCD;Plomberie;PARIS;75008;75;20-49 sal.;https://www.etcconnect.com/;;;;vide;site faux;
SANIMAX;Plomberie;PARIS;75020;75;20-49 sal.;;;;;vide;;
ATELIER DU BATIMENT;CVC/Thermique;PARIS;75019;75;20-49 sal.;;;;;vide;;
IMMODESIGN AGENCEMENT;Menuiserie bois;COURBEVOIE;92400;75;10-19 sal.;;;;;vide;;
OUEST HPA;Menuiserie bois;PARIS;75019;75;10-19 sal.;;;;;vide;;
IBERICA;Menuiserie bois;PARIS;75014;75;10-19 sal.;;;;;vide;;
SEDIB;Menuiserie bois;ANTONY;92160;75;20-49 sal.;;;;;vide;;
FRANCE BARDAGE;Menuiserie bois;PARIS;75018;75;20-49 sal.;https://www.atmosphere-bois.com/europe/fr/;;;;vide;;
T.M.N.S.;Menuiserie métallique;PARIS;75018;75;10-19 sal.;https://www.tms-e.co.jp/global/;;;;vide;;
SNP ALU;Menuiserie métallique;PARIS;75008;75;10-19 sal.;;;;;vide;;
ANB;Menuiserie métallique;PARIS;75009;75;10-19 sal.;;;;;vide;;
SIMEON FRANCE;Menuiserie métallique;PARIS;75001;75;10-19 sal.;;;;;vide;;
SUDPLUS;Menuiserie métallique;PARIS;75014;75;20-49 sal.;;;;;vide;;
FRAPOSE;Menuiserie métallique;PARIS;75016;75;20-49 sal.;;;;;vide;;
AL WARDA;Peinture;PARIS;75016;75;10-19 sal.;;;;;vide;;
IMZ;Peinture;PARIS;75014;75;20-49 sal.;;;;;vide;;
LES PEINTURES PARISIENNES;Peinture;COURBEVOIE;92400;75;20-49 sal.;;;;;vide;;
SM TRANSPORT;Transport fret;PARIS;75020;75;10-19 sal.;;;;;vide;;
ALPHA TRANS;Transport fret;GENNEVILLIERS;92230;75;10-19 sal.;;;;;vide;;
SENFRET;Transport fret;PARIS;75013;75;10-19 sal.;;;;;vide;;
RANGER SERVICES;Transport fret;PARIS;75008;75;10-19 sal.;;;;;vide;;
FEMPERIAL;Transport fret;PARIS;75020;75;10-19 sal.;;;;;vide;;
ANA TRANSPORT;Transport fret;BAGNEUX;92220;75;10-19 sal.;;;;;vide;;
LYCOS;Transport fret;PARIS;75008;75;20-49 sal.;;;;;vide;;
TRANS HARI;Transport fret;PARIS;75013;75;20-49 sal.;;;;;vide;;
ACCORD TRANSPORT;Transport fret;CHEVILLY-LARUE;94550;75;20-49 sal.;;;;;vide;;
RZ TRANSPORT;Transport fret;PARIS;75011;75;20-49 sal.;;;;;vide;;
RTP;Transport proximité;JOINVILLE-LE-PONT;94340;75;10-19 sal.;;;;;vide;;
TDM SAS;Transport proximité;PARIS;75012;75;10-19 sal.;;;;;vide;;
COLOMBE SERVICES EXPRESS;Transport proximité;PARIS;75012;75;10-19 sal.;;;;;vide;;
CPE TRANSPORTS;Transport proximité;IVRY-SUR-SEINE;94200;75;10-19 sal.;;;;;vide;;
TRANSPORTS EXPRESS ALAMI;Transport proximité;PARIS;75013;75;10-19 sal.;;;;;vide;;
BMS TRANSPORT;Transport proximité;PARIS;75020;75;10-19 sal.;;;;;vide;;
D.T.E - DECLIC TRANSPORTS EXPRESS;Transport proximité;GENTILLY;94250;75;20-49 sal.;;;;;vide;;
C.L.S;Transport proximité;PARIS;75010;75;20-49 sal.;;;;;vide;;
SOCIETE D'EUROPE;Finition BTP;PARIS;75010;75;20-49 sal.;;;;;vide;;
HYBRIDE CONSTRUCTION;Électricité;HARDRICOURT;78250;78;10-19 sal.;;;;;vide;;
ENTREPRISE D ELECTRICITE BATIMENT;Électricité;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
ELECTRICITE GENERALE PELLOUARD;Électricité;TRAPPES;78190;78;10-19 sal.;;;;;vide;;
SDEL ELEXA;Électricité;RUEIL-MALMAISON;92500;78;20-49 sal.;;;;;vide;groupe;
B&R RENOVATION;Plomberie;ELANCOURT;78990;78;10-19 sal.;;;;;vide;;
RETBI VENTILATION PLOMBERIE;Plomberie;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
CHAUFFAGE CLIMATISATION VENTILATION PLOMBERIE;Plomberie;GUERVILLE;78930;78;20-49 sal.;;;;;vide;;
ALMAIS;CVC/Thermique;VELIZY-VILLACOUBLAY;78140;78;10-19 sal.;;;;;vide;;
ELECTROFLUID;CVC/Thermique;ORGEVAL;78630;78;10-19 sal.;;;;;vide;;
VALE SARL;CVC/Thermique;SAINT-CYR-L'ECOLE;78210;78;20-49 sal.;;;;;vide;;
SOCIETE JOHNNY BLAISE;CVC/Thermique;LES MUREAUX;78130;78;20-49 sal.;;;;;vide;;
SOC MEDEC MENUISERIE EBENIST;Menuiserie bois;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
POSE AVENIR;Menuiserie bois;CARRIERES-SUR-SEINE;78420;78;20-49 sal.;;;;;vide;;
LES ATELIERS NORMANDS;Menuiserie métallique;ECQUEVILLY;78920;78;10-19 sal.;;;;;vide;;
OCM EXPLOITATION;Menuiserie métallique;FEUCHEROLLES;78810;78;10-19 sal.;;;;;vide;;
AKTYFAIR;Menuiserie métallique;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
EURO 7;Peinture;SAINT-GERMAIN-EN-LAYE;78100;78;10-19 sal.;;;;;vide;;
TDIE;Peinture;LE PERRAY-EN-YVELINES;78610;78;10-19 sal.;;;;;vide;;
FINITION A;Peinture;MONTIGNY-LE-BRETONNEUX;78180;78;10-19 sal.;;;;;vide;;
VISEU PEINTURE;Peinture;MEDAN;78670;78;10-19 sal.;;;;;vide;;
1001 COULEURS;Peinture;LA CELLE-SAINT-CLOUD;78170;78;20-49 sal.;;;;;vide;;
KEMEL TRANSPORT;Transport fret;LE VESINET;78110;78;10-19 sal.;;;;;vide;;
TRANSPORTS DAVRANCHE;Transport fret;SAINT-LEGER-EN-YVELINES;78610;78;10-19 sal.;;;;;vide;;
TRANSPORTS LISOTTI;Transport fret;BENNECOURT;78270;78;10-19 sal.;;;;;vide;;
MESQUITRANS;Transport fret;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
SARL ST CO;Transport fret;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
BM TRANSPORT;Transport fret;VERNEUIL-SUR-SEINE;78480;78;10-19 sal.;;;;;;;
SARL C.K. TRANSPORT;Transport fret;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
THS;Transport fret;CHAVENAY;78450;78;20-49 sal.;;;;;vide;;
BHS TRANSPORTS;Transport fret;VELIZY-VILLACOUBLAY;78140;78;20-49 sal.;;;;;vide;;
EUROS TRANS COLIS;Transport proximité;GARGENVILLE;78440;78;10-19 sal.;;;;;vide;;
TRANSPORTS MICHEL RAMBOUILLET;Transport proximité;RAMBOUILLET;78120;78;10-19 sal.;;;;;vide;;
BNT;Transport proximité;TRAPPES;78190;78;10-19 sal.;;;;;vide;;
CESAR TRANSPORTS;Transport proximité;CARRIERES-SUR-SEINE;78420;78;10-19 sal.;;;;;vide;;
TRAMATER TRANSPORT;Transport proximité;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;;;;;vide;;
MJ TRANSPORT;Transport proximité;LONGNES;78980;78;10-19 sal.;;;;;vide;;
H&F;Transport proximité;MAGNANVILLE;78200;78;10-19 sal.;;;;;vide;;
TRANSPORTS PEREIRA;Transport proximité;LIMAY;78520;78;20-49 sal.;;;;;vide;;
AAA SERVICES;Transport proximité;TRAPPES;78190;78;20-49 sal.;;;;;vide;;
KFS LOGISTICS;Transport proximité;POISSY;78300;78;20-49 sal.;;;;;vide;;
RST BTP;Finition BTP;ACHERES;78260;78;20-49 sal.;;;;;vide;;
FEA TECHNOLOGIE;Électricité;MEUDON;92190;92;10-19 sal.;;;;;vide;;
RDI;Électricité;CLAMART;92140;92;10-19 sal.;;;;;vide;;
SOC INSTALLATION ELECT MECAN;Électricité;SURESNES;92150;92;10-19 sal.;;;;;vide;;
AUTOMATISMES SECURITAIRES FERROVIAIRES;Électricité;ANTONY;92160;92;20-49 sal.;;;;;vide;;
MCE RENOVATION;Plomberie;BOULOGNE-BILLANCOURT;92100;92;10-19 sal.;;;;;vide;;
FRITSCH;Plomberie;LEVALLOIS-PERRET;92300;92;10-19 sal.;;;;;vide;;
P.V.P;Plomberie;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
ADN CONCEPT;CVC/Thermique;PUTEAUX;92800;92;10-19 sal.;;;;;vide;;
EDILMECCANICA;Menuiserie métallique;COURBEVOIE;92400;92;10-19 sal.;;;;;vide;;
TRAITEMENT INDUSTRIEL DES METAUX;Menuiserie métallique;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
ENTREPRISE ESTRADE;Menuiserie métallique;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;;;;;vide;;
ATALLA;Peinture;MALAKOFF;92240;92;10-19 sal.;;;;;vide;;
3M RAVALEMENT;Peinture;COLOMBES;92700;92;10-19 sal.;;;;;vide;;
MJ MORGADO;Peinture;COLOMBES;92700;92;10-19 sal.;;;;;vide;;
STDM TP;Transport fret;GENNEVILLIERS;92230;92;10-19 sal.;;;;;vide;;
TRANSPORTS KIEFFER SA;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
NITRO;Transport fret;BOULOGNE-BILLANCOURT;92100;92;20-49 sal.;;;;;vide;;
TRANS SERVICES PLUS;Transport fret;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;;;;;vide;;
MB TRANS;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
HOLLDING TRANS;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
DOUBS PRO;Transport fret;NEUILLY-SUR-SEINE;92200;92;20-49 sal.;;;;;vide;;
TRANSPORTS MANI;Transport proximité;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;;;;;vide;;
HFM TRANSPORTS;Transport proximité;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;;;;;vide;;
SDCP TRANS;Transport proximité;SEVRES;92310;92;10-19 sal.;;;;;vide;;
TRANSPORTS CAMPMAS;Transport proximité;GENNEVILLIERS;92230;92;10-19 sal.;;;;;vide;;
PRO GREEN COLIS & CIE;Transport proximité;LEVALLOIS-PERRET;92300;92;20-49 sal.;;;;;vide;;
SARL TRANSPORTS LENA;Transport proximité;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
BC VERTE TRANSPORTS;Transport proximité;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;;;;;vide;;
R & M LOGISTIC;Transport proximité;NEUILLY-SUR-SEINE;92200;92;20-49 sal.;;;;;vide;;
BCH TRANSPORTS;Transport proximité;LEVALLOIS-PERRET;92300;92;20-49 sal.;;;;;vide;;
TAOUSS BAT;Finition BTP;VILLENEUVE-LA-GARENNE;92390;92;10-19 sal.;;;;;vide;;
PREDIO BAT;Finition BTP;CHOISY-LE-ROI;94600;92;10-19 sal.;;;;;vide;;
SPAGNOLI;Électricité;LE PLESSIS-TREVISE;94420;94;10-19 sal.;;;;;vide;;
TERRANOVA ENERGIE;Électricité;VILLENEUVE-LE-ROI;94290;94;20-49 sal.;;;;;vide;;
T C M;Plomberie;VILLENEUVE-SAINT-GEORGES;94190;94;10-19 sal.;;;;;vide;;
SARL EDM;Plomberie;CHENNEVIERES-SUR-MARNE;94430;94;10-19 sal.;;;;;vide;;
O.C.I BATIMENT;Plomberie;ORLY;94310;94;10-19 sal.;;;;;vide;;
AIR TOLERIE CONCEPTION;Plomberie;LE PLESSIS-TREVISE;94420;94;10-19 sal.;;;;;vide;;
BONNET-ROGEREAU;Plomberie;FONTENAY-SOUS-BOIS;94120;94;20-49 sal.;;;;;vide;;
SOLUTION TECHNIQUE EN GENIE CLIMATIQUE;CVC/Thermique;JOINVILLE-LE-PONT;94340;94;10-19 sal.;;;;;vide;;
TUYAUTERIE SOUDURE CHAUFFAGE;CVC/Thermique;VILLECRESNES;94440;94;10-19 sal.;;;;;vide;;
COGECLIM INDUSTRIE;CVC/Thermique;ALFORTVILLE;94140;94;10-19 sal.;;;;;vide;;
CONCEPT ENERGY;CVC/Thermique;CRETEIL;94000;94;20-49 sal.;;;;;vide;;
ENTREPRISE CERETTI;CVC/Thermique;SUCY-EN-BRIE;94370;94;20-49 sal.;;;;;vide;;
ISOLATIONS CONSEILS;Menuiserie bois;SAINT-MAUR-DES-FOSSES;94100;94;10-19 sal.;;;;;vide;;
SOCIETE D'EXPLOITATION GERARD CAPALDI;Menuiserie métallique;RUNGIS;94150;94;20-49 sal.;;;;;vide;;
ORBIS;Peinture;CHARENTON LE PONT;94220;94;10-19 sal.;;;;;vide;;
HASS PEINTURE;Peinture;LE PLESSIS-TREVISE;94420;94;10-19 sal.;;;;;vide;;
SOC MONTREUILLOISE DE PEINTURE;Peinture;CHAMPIGNY-SUR-MARNE;94500;94;20-49 sal.;;;;;vide;;
ABC TRANSPORT;Transport fret;BONNEUIL-SUR-MARNE;94380;94;10-19 sal.;;;;;vide;;
TRANSPORTS FRIGORIFIQUES ISOTHERMES;Transport fret;CHEVILLY-LARUE;94550;94;10-19 sal.;;;;;vide;;
INATRANS;Transport fret;FONTENAY-SOUS-BOIS;94120;94;10-19 sal.;;;;;vide;;
ABTRANSPORT;Transport fret;VITRY-SUR-SEINE;94400;94;10-19 sal.;;;;;vide;;
MILLE & NIUM EXPRESS;Transport fret;THIAIS;94320;94;10-19 sal.;;;;;vide;;
I.T.D INTERNATIONAL TRANSPORT DOS SANTOS;Transport fret;CHEVILLY-LARUE;94550;94;20-49 sal.;;;;;vide;;
TRANSPORTS SUBTIL;Transport fret;LIMEIL-BREVANNES;94450;94;20-49 sal.;;;;;vide;;
CGA TRANSPORT;Transport fret;VILLECRESNES;94440;94;20-49 sal.;;;;;vide;;
VEIGA TRANSPORTS;Transport fret;VITRY-SUR-SEINE;94400;94;20-49 sal.;;;;;vide;;
TRANSPORTS STURA;Transport fret;MAISONS-ALFORT;94700;94;20-49 sal.;;;;;vide;;
RTT TRANSPORTS;Transport proximité;VINCENNES;94300;94;10-19 sal.;;;;;vide;;
NAJYS;Transport proximité;IVRY-SUR-SEINE;94200;94;10-19 sal.;;;;;vide;;
HYBRIDE CONSTRUCTION;Électricité;HARDRICOURT;78250;78;10-19 sal.;;;;;vide;;
ENTREPRISE D ELECTRICITE BATIMENT;Électricité;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
ELECTRICITE GENERALE PELLOUARD;Électricité;TRAPPES;78190;78;10-19 sal.;;;;;vide;;
SDEL ELEXA;Électricité;RUEIL-MALMAISON;92500;78;20-49 sal.;;;;;vide;groupe;
MSK ENERGIE;Électricité;VERSAILLES;78000;78;20-49 sal.;;;;;vide;;
B&R RENOVATION;Plomberie;ELANCOURT;78990;78;10-19 sal.;;;;;vide;;
RETBI VENTILATION PLOMBERIE;Plomberie;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
CHAUFFAGE CLIMATISATION VENTILATION PLOMBERIE;Plomberie;GUERVILLE;78930;78;20-49 sal.;;;;;vide;;
ELECTROFLUID;CVC/Thermique;ORGEVAL;78630;78;10-19 sal.;;;;;vide;;
VALE SARL;CVC/Thermique;SAINT-CYR-L'ECOLE;78210;78;20-49 sal.;;;;;vide;;
SOCIETE JOHNNY BLAISE;CVC/Thermique;LES MUREAUX;78130;78;20-49 sal.;;;;;vide;;
SOC MEDEC MENUISERIE EBENIST;Menuiserie bois;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
POSE AVENIR;Menuiserie bois;CARRIERES-SUR-SEINE;78420;78;20-49 sal.;;;;;vide;;
LES ATELIERS NORMANDS;Menuiserie métallique;ECQUEVILLY;78920;78;10-19 sal.;;;;;vide;;
OCM EXPLOITATION;Menuiserie métallique;FEUCHEROLLES;78810;78;10-19 sal.;;;;;vide;;
AKTYFAIR;Menuiserie métallique;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
EURO 7;Peinture;SAINT-GERMAIN-EN-LAYE;78100;78;10-19 sal.;;;;;vide;;
TDIE;Peinture;LE PERRAY-EN-YVELINES;78610;78;10-19 sal.;;;;;vide;;
FINITION A;Peinture;MONTIGNY-LE-BRETONNEUX;78180;78;10-19 sal.;;;;;vide;;
VISEU PEINTURE;Peinture;MEDAN;78670;78;10-19 sal.;;;;;vide;;
REMNOVAH;Peinture;PARIS;75010;78;10-19 sal.;;;;;vide;;
1001 COULEURS;Peinture;LA CELLE-SAINT-CLOUD;78170;78;20-49 sal.;;;;;vide;;
KEMEL TRANSPORT;Transport fret;LE VESINET;78110;78;10-19 sal.;;;;;vide;;
TRANSPORTS DAVRANCHE;Transport fret;SAINT-LEGER-EN-YVELINES;78610;78;10-19 sal.;;;;;vide;;
TRANSPORTS LISOTTI;Transport fret;BENNECOURT;78270;78;10-19 sal.;;;;;vide;;
MESQUITRANS;Transport fret;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
SARL ST CO;Transport fret;SARTROUVILLE;78500;78;10-19 sal.;;;;;vide;;
BM TRANSPORT;Transport fret;VERNEUIL-SUR-SEINE;78480;78;10-19 sal.;;;;;;;
SARL C.K. TRANSPORT;Transport fret;SARTROUVILLE;78500;78;20-49 sal.;;;;;vide;;
THS;Transport fret;CHAVENAY;78450;78;20-49 sal.;;;;;vide;;
BHS TRANSPORTS;Transport fret;VELIZY-VILLACOUBLAY;78140;78;20-49 sal.;;;;;vide;;
EUROS TRANS COLIS;Transport proximité;GARGENVILLE;78440;78;10-19 sal.;;;;;vide;;
TRANSPORTS MICHEL RAMBOUILLET;Transport proximité;RAMBOUILLET;78120;78;10-19 sal.;;;;;vide;;
BNT;Transport proximité;TRAPPES;78190;78;10-19 sal.;;;;;vide;;
CESAR TRANSPORTS;Transport proximité;CARRIERES-SUR-SEINE;78420;78;10-19 sal.;;;;;vide;;
TRAMATER TRANSPORT;Transport proximité;CONFLANS-SAINTE-HONORINE;78700;78;10-19 sal.;;;;;vide;;
MJ TRANSPORT;Transport proximité;LONGNES;78980;78;10-19 sal.;;;;;vide;;
H&F;Transport proximité;MAGNANVILLE;78200;78;10-19 sal.;;;;;vide;;
TRANSPORTS PEREIRA;Transport proximité;LIMAY;78520;78;20-49 sal.;;;;;vide;;
AAA SERVICES;Transport proximité;TRAPPES;78190;78;20-49 sal.;;;;;vide;;
KFS LOGISTICS;Transport proximité;POISSY;78300;78;20-49 sal.;;;;;vide;;
RST BTP;Finition BTP;ACHERES;78260;78;20-49 sal.;;;;;vide;;
FEA TECHNOLOGIE;Électricité;MEUDON;92190;92;10-19 sal.;;;;;vide;;
RDI;Électricité;CLAMART;92140;92;10-19 sal.;;;;;vide;;
SOC INSTALLATION ELECT MECAN;Électricité;SURESNES;92150;92;10-19 sal.;;;;;vide;;
AUTOMATISMES SECURITAIRES FERROVIAIRES;Électricité;ANTONY;92160;92;20-49 sal.;;;;;vide;;
MCE RENOVATION;Plomberie;BOULOGNE-BILLANCOURT;92100;92;10-19 sal.;;;;;vide;;
FRITSCH;Plomberie;LEVALLOIS-PERRET;92300;92;10-19 sal.;;;;;vide;;
P.V.P;Plomberie;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
ADN CONCEPT;CVC/Thermique;PUTEAUX;92800;92;10-19 sal.;;;;;vide;;
NELIOS;CVC/Thermique;BAGNEUX;92220;92;20-49 sal.;;;;;vide;;
EDILMECCANICA;Menuiserie métallique;COURBEVOIE;92400;92;10-19 sal.;;;;;vide;;
TRAITEMENT INDUSTRIEL DES METAUX;Menuiserie métallique;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
ENTREPRISE ESTRADE;Menuiserie métallique;VILLENEUVE-LA-GARENNE;92390;92;20-49 sal.;;;;;vide;;
ATALLA;Peinture;MALAKOFF;92240;92;10-19 sal.;;;;;vide;;
3M RAVALEMENT;Peinture;COLOMBES;92700;92;10-19 sal.;;;;;vide;;
SINA DECORE;Peinture;GENNEVILLIERS;92230;92;10-19 sal.;;;;;vide;;
MJ MORGADO;Peinture;COLOMBES;92700;92;10-19 sal.;;;;;vide;;
STDM TP;Transport fret;GENNEVILLIERS;92230;92;10-19 sal.;;;;;vide;;
TRANSPORTS KIEFFER SA;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
NITRO;Transport fret;BOULOGNE-BILLANCOURT;92100;92;20-49 sal.;;;;;vide;;
TRANS SERVICES PLUS;Transport fret;ASNIERES-SUR-SEINE;92600;92;20-49 sal.;;;;;vide;;
MB TRANS;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
HOLLDING TRANS;Transport fret;GENNEVILLIERS;92230;92;20-49 sal.;;;;;vide;;
DOUBS PRO;Transport fret;NEUILLY-SUR-SEINE;92200;92;20-49 sal.;;;;;vide;;
TRANSPORTS MANI;Transport proximité;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;;;;;vide;;
HFM TRANSPORTS;Transport proximité;ASNIERES-SUR-SEINE;92600;92;10-19 sal.;;;;;vide;;
SDCP TRANS;Transport proximité;SEVRES;92310;92;10-19 sal.;;;;;vide;;
